EMS_NO,FAC_NAME,COUNTY_NAME,DOCUMENT_NO,TRANSGRESS_DATE,TRANSGRESS_LAW,PENALTY_MONEY,PENALTY_DATE,ISPETITION,PETITION_RESULTS,APPEAL_OR_RESCIND,TRANSGRESS_TYPE,FAC_ADDRESS,TRANSGRESS_NAME,OPENINFOR,LAWSUIT_DATE_1,ILLEGAL_MONEY,TRACK_ILLEGAL_MONEY,COUNTY_CODE,PETITION_AGENCY,FAC_UNIFORMNO,TRANSGRESS_ADDRESS,SUBJECT,GIST_DEFINE,IMPROVE_DEADLINE,INSPECTION_CONDITION,TRANSGRESS_CONTROL_ID,IS_IMPROVE,INSPECTION_DATETIME_S,PENALTYKIND,ISIMPORTANT,PAYMENTSTATE,ISREMINDER,ISADMINCOURT,IsReduceMoney
A34097003205,新亞建設開發股份有限公司,臺北市,40-109-050032,2020-04-18,廢棄物清理法第27條第2款,6000,2020-05-25,0,,,事業廢棄物,臺北市松山區八德路四段七六○號一五-一六樓,新亞建設開發股份有限公司-107建字第0243號新建工程,"工程施工未妥為清理，致廢棄物或剩餘土石方等污染鄰近路面或人行道 (工程名稱:台北市興隆公共住宅二期A基地新建工程,建號:107建字第0243號;泥沙污染路面)   (污染程度Ａ=1，污染特性Ｂ=7,危害程度Ｃ=1)",,,,01,,11762504,臺北市文山區興隆路4段46巷內,罰鍰新臺幣6000元整。處環境講習2小時整。,違反廢棄物清理法第27條第2款之規定，並依廢棄物清理法第50條第3款裁處。依環境教育法第23條第2款之規定裁處環境講習,,,A40B1907,不須改善,,罰鍰(非連續處罰),,無分期已繳清,否,否,
A34097030088,廣銘建設股份有限公司,臺北市,22-109-050039,2020-04-18,噪音管制法第8條第4款,3000,2020-05-11,0,,,噪音污染,臺北市松山區南京東路四段一九七號一○樓之二,廣銘建設股份有限公司-大安區敦化南路集合住宅新建工程107建字第0078號,營建工程未經核准，於本市第二類噪音管制區假日晚上6時至翌日上午8時使用動力機械從事施工致妨礙安寧。(工程名稱:廣銘大安區通化段大安秘蜜新建工程、建造執照:107建字第0078號),,,,01,,28177176,臺北市大安區敦化南路2段63巷21弄31號旁,罰鍰新臺幣3000元整。,違反噪音管制法第8條第4款之規定，並依噪音管制法第23條裁處。,,,A35C7478,不須改善,,罰鍰(非連續處罰),,無分期已繳清,否,否,
E5600798,龍慶鋼鐵企業股份有限公司,高雄市,20-109-050030,2020-04-18,空氣污染防制法第32條第1項第2款,100000,2020-05-14,0,,,固定空污,高雄市小港區山明里利昌街四號,龍慶鋼鐵企業股份有限公司,案經本局於109年4月18日15時30分派員至本市小港區利昌街4號稽查時，於廠區周界外（判定位置：利昌街與光陽街交叉口，廠區東北側）發現由廠房上方逸散出明顯淡黃色粉塵，嗣進入廠內查察，發現係廠內從事電弧爐煉鋼製造程序（編號：M01），因還原碴貯存區（編號：X004）揚塵未能有效收集，致產生明顯粒狀污染物散布於空氣中，造成污染。,,,,33,,85793919,高雄市小港區利昌街4號,罰鍰新臺幣100000元整。處環境講習2小時整。,違反空氣污染防制法第32條第1項第2款之規定，並依空氣污染防制法第67條第1項裁處。依環境教育法第23條第2款之規定裁處環境講習,,,E5600798,不須改善,,罰鍰(非連續處罰),否,尚未繳款,否,否,
A45097002932,盛德營造股份有限公司,臺北市,22-109-040201,2020-04-18,噪音管制法第9條第1項第4款，噪音管制標準第6條,36000,2020-04-28,0,,,噪音污染,臺北市信義區松德路六五號三樓,盛德營造股份有限公司-108建字第0165號新建工程,"營建工程- 噪音(20Hz至20kHz)超過管制標準。(測量值：75.5分貝、管制標準值：72分貝) (工程名稱:廣宇建設萬和案新建工程、建造執照:北市108建字第0165號)",,,,01,,60295491,臺北市大同區民族西路325號對面,罰鍰新臺幣36000元整。處環境講習4小時整。,違反噪音管制法第9條第1項第4款及噪音管制標準第6條之規定，並依噪音管制法第24條第1項第3款裁處。依環境教育法第23條第2款之規定裁處環境講習,,,A38B9987,不須改善,,罰鍰(非連續處罰),,無分期已繳清,否,否,
B22097007979,晨祥營造股份有限公司,臺中市,41-109-060714,2020-04-18,廢棄物清理法第27條第2款,4800,2020-06-16,0,,,一般廢棄物,臺中市北區五權路三七五號五樓,晨祥營造股份有限公司-環隴工業股份有限公司廠房新建工程,本局於109年4月18日至「環隴工業股份有限公司廠房新建工程(管制編號:B107L21068-1)」工地稽查，發現營建工程未妥善防範致工地車輛之輪胎附帶廢土或污泥污染路面。,,,,31,,16415949,臺中市大里區仁化段250地號等1筆,罰鍰新臺幣4800元整。,違反廢棄物清理法第27條第2款之規定，並依廢棄物清理法第50條第3款裁處。,,,B0509028,不須改善,,罰鍰(非連續處罰),,無分期已繳清,否,否,
A3505412,根基營造股份有限公司,臺北市,22-109-050107,2020-04-18,噪音管制法第8條第4款,6000,2020-05-25,0,,,噪音污染,"臺北市大安區和平東路三段一三一號 六樓",根基營造股份有限公司-108建字第0017號新建工程,營建工程未經核准，於本市第三類噪音管制區假日晚上6時至翌日上午8時使用動力機械從事施工致妨礙安寧。(工程名稱:台北市大安區瑞安段二小段838地號等5筆土地新建工程、建造執照:108建字第0017號),,,,01,,43876760,臺北市大安區復興南路2段210巷1號對面營建工地,罰鍰新臺幣6000元整。處環境講習1小時整。,違反噪音管制法第8條第4款之規定，並依噪音管制法第23條裁處。依環境教育法第23條第2款之規定裁處環境講習,,,A35C7646,不須改善,,罰鍰(非連續處罰),,無分期已繳清,否,否,
K72A6830,宏基行,苗栗縣,20-109-060006,2020-04-17,空氣污染防制法第32條第1項第1款,100000,2020-06-15,0,,,固定空污,苗栗縣頭份市頭份里正興路一九○巷九號,宏基行資源回收廠,本府環境保護局於109年4月17日派員至貴廠查察，稽查時貴廠於作業中不慎將空桶內殘留惡臭氣體逸散至大氣中，致產生異味污染物，已違反空污法第32條第1項第3款規定。,,,,12,,45689361,苗栗縣頭份市頭份里5鄰正興路770巷9號1樓,罰鍰新臺幣100000元整。處環境講習2小時整。,違反空氣污染防制法第32條第1項第1款之規定，並依空氣污染防制法第67條第1項裁處。依環境教育法第23條第2款之規定裁處環境講習,,,k72A6830,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,
A38A3348,地樺營造事業股份有限公司,臺北市,40-109-060032,2020-04-17,廢棄物清理法第27條第2款,4800,2020-06-18,0,,,事業廢棄物,臺北市大同區承德路二段八一號四樓之一,地樺營造事業股份有限公司-108建字第0048號新建工程,"工程施工未妥為清理，致廢棄物或剩餘土石方等污染鄰近路面或人行道(璞真永吉住宅大樓新建工程,北市108建字0048號,泥沙污染路面)(污染程度A=1,污染特性B=4,危害程度C=1)",,,,01,,05025825,臺北市大安區永吉路200巷旁,罰鍰新臺幣4800元整。,違反廢棄物清理法第27條第2款之規定，並依廢棄物清理法第50條第3款裁處。,,,A45B5241,不須改善,,罰鍰(非連續處罰),,無分期已繳清,否,否,
L8807643,勤旺輕金屬科技股份有限公司,臺中市,40-109-050009,2020-04-17,廢棄物清理法第36條第1項，事業廢棄物貯存清除處理方法及設施標準第10條,6000,2020-05-22,0,,,事業廢棄物,臺中市大甲區日南里東九街八號,勤旺輕金屬科技股份有限公司,1.自109年起未記錄振動式袋式集塵器A001~A007壓差值、脈動式袋式集塵器A008壓差值及入口溫度。2.燒結爐產生廢氣，其收集管線於脈動式袋式集塵器A008之前有逸散廠外情事，該公司未許可內容，採密閉收集廢氣。3.廢鑄砂貯存區發現廢鑄砂已有露天堆置情形，未有防止地面水及雨水流入、滲透之設備或措施。,,,,31,,16061755,臺中市大甲區大甲區日南里東九街八號,罰鍰新臺幣6000元整。限改日期：109年06月30日。處環境講習1小時整。,違反廢棄物清理法第36條第1項及事業廢棄物貯存清除處理方法及設施標準第10條之規定，並依廢棄物清理法第52條裁處。依環境教育法第23條第2款之規定裁處環境講習,2020-06-30,,L8807643,待改善,,罰鍰(非連續處罰)，限期改善,,無分期已繳清,否,否,
F0211847,富源環保科技股份有限公司,新北市,44-109-050013,2020-04-17,廢棄物清理法第31條第1項第2款，以網路傳輸方式申報廢棄物之產出、貯存、清除、處理、再利用、輸出及輸入情形之申報格式、項目、內容及頻率第2條第3項第1款,12000,2020-05-14,0,,,廢棄物清除處理機構,新北市三重區中興北街二四七巷一號,富源環保科技股份有限公司,貴公司為核可之甲級廢棄物處理機構(許可證字號：新北環廢甲處字第0831號)，經查行政院環境保護署事業廢棄物申報及管理資訊系統網路申報資料，申報無機性污泥(廢棄物代碼：D-0902)109年3月貯存量為0.325公噸，惟經查現場貯存量約1.8公噸以上，網路申報情形明顯與實際情形不符。,,,,08,,28109683,新北市三重區中興北街二四七巷一號,罰鍰新臺幣12000元整。限改日期：109年04月24日。處環境講習2小時整。,違反廢棄物清理法第31條第1項第2款暨「以網路傳輸方式申報廢棄物之產出、貯存、清除、處理、再利用、輸出及輸入情形之申報格式、項目、內容及頻率」公告事項二(三)1規定，爰依廢棄物清理法第52條暨違反廢棄物清理法罰鍰額度裁罰準則第2條規定裁處。依環境教育法第23條第2款之規定裁處環境講習,2020-04-24,,F0211847,待改善,,罰鍰(非連續處罰)，限期改善,,無分期已繳清,否,否,
S1666062,豪騏實業有限公司,高雄市,20-109-060013,2020-04-17,空氣污染防制法第32條第1項第3款，公私場所違反空氣污染防制法應處罰鍰額度裁罰準則第2條,100000,2020-06-15,0,,,固定空污,高雄市岡山區本洲里本工西路二八號,豪騏實業有限公司,本局派員於109年4月17日2時13分前往貴公司稽查時，發現貴公司廠內有置放塗料及溶劑，異味未完全有效收集致廠房周界產生異味，已違反空氣污染防制法第32條第1項第3款規定。,,,,33,,86558238,高雄市岡山區本洲工業區內豪騏實業公司,罰鍰新臺幣100000元整。處環境講習2小時整。,違反空氣污染防制法第32條第1項第3款之規定，並依空氣污染防制法第67條第1項及公私場所違反空氣污染防制法應處罰鍰額度裁罰準則第2條裁處。依環境教育法第23條第2款之規定裁處環境講習,,,S1666062,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,
L8807643,勤旺輕金屬科技股份有限公司,臺中市,20-109-070014,2020-04-17,空氣污染防制法第24條第2項，空氣污染防制法第24條第4項,100000,2020-07-15,0,,,固定空污,臺中市大甲區日南里東九街八號,勤旺輕金屬科技股份有限公司,"行政院環境保護署環境督察總隊中區環境督察大隊於109年4月17日至貴公司執行督察作業，查貴公司從事鋁合金鑄造作業，督察時查獲下列違反空氣污染防制法第24條第2項及第4項規定之情事，違規事項如下：(一) 廠外巡查時發現燒結爐產生之廢氣，於脈動式袋式集塵器A008收集前，其煙道未妥善收集黃褐色廢氣而逸散至廠外，與領有鋁鑄造製造程序（M01）固定污染源操作許可證（中市府環空操證字第0775-02號）登載燒結爐廢氣採密閉收集方式不符。(二)自109年起，未依許可內容規定每日記錄振動式袋式集塵器A001~A007壓差值、脈動式袋式集塵器A008壓差值及入口溫度。",,,,31,,16061755,臺中市大甲區大甲區日南里東九街八號,罰鍰新臺幣100000元整，並限期於109年8月17日前完成改善，請於改善期限屆滿前，提送改善或證明文件至本局。限改日期：109年08月17日。處環境講習2小時整。,違反空氣污染防制法第24條第2項及第4項暨固定污染源設置操作及燃料使用許可證管理辦法第23條並依同法第62條第1項第5款暨公私場所固定源違反空氣污染防制法應處罰鍰額度裁罰準則裁處。依環境教育法第23條第2款之規定裁處環境講習,2020-08-17,,L8807643,待改善,,限期改善，罰鍰(非連續處罰),否,無分期已繳清,否,否,
H47A9633,欣鼎環保有限公司,桃園市,44-109-050003,2020-04-17,廢棄物清理法第31條第1項第2款,6000,2020-05-28,0,,,廢棄物清除處理機構,桃園市大園區大園里中山北路一○○巷一七號,欣鼎環保有限公司,環保署環境督察總隊南區環境督察大隊於109年4月17日派員執行環保犯罪案件後續督察，貴公司領有本府核發之廢棄物清除許可證(106桃廢清字第0973-1號)，其經核准之932-R9清除車輛清運首邑室內裝修有限公司產出之廢棄物，未依規定上網申報營運紀錄。,,,,10,,24647280,高雄市鳳山區文南街47號(保七三大三中隊辦公室),罰鍰新臺幣6000元整。限改日期：109年06月30日。處環境講習8小時整。,違反廢棄物清理法第31條第1項第2款之規定，並依廢棄物清理法第52條裁處。依環境教育法第23條第2款之規定裁處環境講習,2020-06-30,,H47A9633,待改善,,罰鍰(非連續處罰)，限期改善,,無分期已繳清,否,否,
M3600718,明諺造紙股份有限公司,南投縣,20-109-060003,2020-04-17,空氣污染防制法第23條第1項,100000,2020-06-24,0,,,固定空污,南投縣竹山鎮中和里前山路二段一九七號,明諺造紙股份有限公司,未有效收集空氣污染物，違反空氣污染防制法第23條第1項規定。,,,,15,,86329290,南投縣竹山鎮竹山鎮中和里前山路二段一九七號,罰鍰新臺幣100000元整。限改日期：109年07月24日。處環境講習2小時整。,違反空氣污染防制法第23條第1項之規定，並依空氣污染防制法第62條第1項第4款裁處。依環境教育法第23條第2款之規定裁處環境講習,2020-07-24,,M3600718,待改善,,限期改善，罰鍰(非連續處罰),否,尚未繳款,否,否,
A34097037934,上承營造股份有限公司,臺北市,22-109-050035,2020-04-17,噪音管制法第9條第1項第4款，噪音管制標準第6條,18000,2020-05-11,0,,,噪音污染,臺北市松山區八德路三段二○號六樓,上承營造股份有限公司-107建字第0193號新建(含拆除)工程,"營建工程- 噪音(20Hz至20kHz)超過管制標準。(測量值：68.6分貝、管制標準值：67分貝) (工程名稱:士林區陽明段集合住宅新建工程、建造執照:107建字第0193號)",,,,01,,16646012,臺北市士林區中山北路5段751巷7號前,罰鍰新臺幣18000元整。處環境講習4小時整。,違反噪音管制法第9條第1項第4款及噪音管制標準第6條之規定，並依噪音管制法第24條第1項第3款裁處。依環境教育法第23條第2款之規定裁處環境講習,,,A43B6912,不須改善,,罰鍰(非連續處罰),,無分期已繳清,否,否,
